task,task_type,candidate_count,transformation,reference_label,n_outer_units,n_columns_after_transform,bootstrap_replicates,split_replication_status,empirical_entropy_rank,ledoit_wolf_entropy_rank,bootstrap_median_entropy_rank,bootstrap_ci95_low_entropy_rank,bootstrap_ci95_high_entropy_rank,mc_1000_entropy_rank_median,mc_1000_entropy_rank_ci_low,mc_1000_entropy_rank_ci_high,mc_2000_entropy_rank_median,mc_2000_entropy_rank_ci_low,mc_2000_entropy_rank_ci_high,mc_3000_entropy_rank_median,mc_3000_entropy_rank_ci_low,mc_3000_entropy_rank_ci_high,mc_4000_entropy_rank_median,mc_4000_entropy_rank_ci_low,mc_4000_entropy_rank_ci_high,mc_5000_entropy_rank_median,mc_5000_entropy_rank_ci_low,mc_5000_entropy_rank_ci_high,empirical_participation_rank,ledoit_wolf_participation_rank,bootstrap_median_participation_rank,bootstrap_ci95_low_participation_rank,bootstrap_ci95_high_participation_rank,mc_1000_participation_rank_median,mc_1000_participation_rank_ci_low,mc_1000_participation_rank_ci_high,mc_2000_participation_rank_median,mc_2000_participation_rank_ci_low,mc_2000_participation_rank_ci_high,mc_3000_participation_rank_median,mc_3000_participation_rank_ci_low,mc_3000_participation_rank_ci_high,mc_4000_participation_rank_median,mc_4000_participation_rank_ci_low,mc_4000_participation_rank_ci_high,mc_5000_participation_rank_median,mc_5000_participation_rank_ci_low,mc_5000_participation_rank_ci_high,empirical_median_correlation,ledoit_wolf_median_correlation,bootstrap_median_median_correlation,bootstrap_ci95_low_median_correlation,bootstrap_ci95_high_median_correlation,mc_1000_median_correlation_median,mc_1000_median_correlation_ci_low,mc_1000_median_correlation_ci_high,mc_2000_median_correlation_median,mc_2000_median_correlation_ci_low,mc_2000_median_correlation_ci_high,mc_3000_median_correlation_median,mc_3000_median_correlation_ci_low,mc_3000_median_correlation_ci_high,mc_4000_median_correlation_median,mc_4000_median_correlation_ci_low,mc_4000_median_correlation_ci_high,mc_5000_median_correlation_median,mc_5000_median_correlation_ci_low,mc_5000_median_correlation_ci_high
lipo,regression,32,fixed_reference_relative,predefined_linear_baseline,15,31,5000,five distinct seeded scaffold partitions,1.9883064026634483,3.584752419049072,3.1668925265864365,1.8392038200947238,7.078360039822402,3.2093343804265566,1.9164972082878098,6.978379469358068,3.206779407612835,1.8539946449563922,7.032176738874259,3.1989588441434256,1.7936502848318427,7.082521277073687,3.1678525591396234,1.8541945102466042,7.194161234203175,3.1668925265864365,1.8392038200947238,7.078360039822402,1.3758372100164318,1.748865283437675,1.6644668853124676,1.2539765755771823,2.995109886596608,1.6685142803840556,1.2762037456984876,2.8698570606427203,1.6687342480091916,1.2654170652593997,2.995562114075132,1.669138830038424,1.248975803191686,3.0170988985387486,1.6643374293247315,1.2560376518203205,3.033331246026131,1.6644668853124676,1.2539765755771823,2.995109886596608,0.8883476051703457,0.7829546346335494,0.8068631683202616,0.5718457411157271,0.9215905728982317,0.8052289841749897,0.5880125203884803,0.9126104859440979,0.8050048670822146,0.574545276063387,0.9216396398327301,0.8052846000782977,0.5718368432111167,0.9247499622395455,0.8068631683202616,0.5714604154435712,0.9194888470699042,0.8068631683202616,0.5718457411157271,0.9215905728982317
lipo,regression,32,fixed_reference_relative,fixed_morgan_rf,15,31,5000,five distinct seeded scaffold partitions,3.892025720216793,8.852663396981539,7.059326378452726,3.5764551504205304,14.964734820520915,7.050574097595341,3.5956615669901626,14.900362026324554,7.023691727822241,3.5545161670403433,14.874968301418445,7.0247441293871535,3.5721980402556786,14.882796601791744,7.062612794248226,3.5612804100211526,14.964734820520942,7.059326378452726,3.5764551504205304,14.964734820520915,2.506024429467893,4.01883812946949,3.4347057021866645,1.9993967052549597,7.76183935131208,3.4472389302548283,2.018822330413333,7.72593186605385,3.4302028627445655,2.001159398827833,7.574804414232115,3.4300210037076733,2.0028320664637076,7.665499019927927,3.438886245537847,1.9982176267899483,7.771176129283142,3.4347057021866645,1.9993967052549597,7.76183935131208,0.6015477779245878,0.46223871791258647,0.49772958936974243,0.13309222481117586,0.7360664591380061,0.49478471331853613,0.1433515875731875,0.7280946941520793,0.4992301210721557,0.1419008231650668,0.739792608541909,0.49960733634870835,0.14192061763881755,0.7385183586606676,0.4976100462661256,0.1360126240904318,0.7372851995757694,0.49772958936974243,0.13309222481117586,0.7360664591380061
lipo,regression,32,fixed_reference_relative,registry_median_candidate,15,31,5000,five distinct seeded scaffold partitions,5.4158022623063875,11.914340505498945,9.028815607473,4.7304961887445645,14.485326101041268,9.0004630939209,5.011498766130215,14.310708913841198,9.00332531737584,4.598298113811908,14.379726597828508,9.079448136579765,4.627975359620054,14.453482863617314,9.039685163868553,4.737367396085916,14.444576516154767,9.028815607473,4.7304961887445645,14.485326101041268,3.6617684904026113,6.092823446784347,4.6879557749197005,2.595359344190824,8.096802130397311,4.656691856674213,2.739453864978603,7.833742789764276,4.66932533761757,2.57200190140202,8.000042524158276,4.704100149213836,2.603793358190972,8.053046659277772,4.6897309336976765,2.610480233926983,8.053046659277772,4.6879557749197005,2.595359344190824,8.096802130397311,0.41116571274286023,0.3042496431098807,0.33747151992958846,0.12109327132080512,0.6095975060398238,0.33762963498263476,0.12796322877917715,0.5851184231214783,0.33762963498263476,0.12796322877917715,0.6137524267595461,0.33589260876365823,0.12403937867885574,0.6095975060398239,0.3369033903292534,0.12403129099949343,0.6095377008653644,0.33747151992958846,0.12109327132080512,0.6095975060398238
tdc_caco2_wang,regression,32,fixed_reference_relative,candidate_1,15,31,5000,five distinct seeded scaffold partitions,1.2293245252932103,2.1885160907570187,2.074593694892987,1.4239867076108097,4.144999279791335,2.0563861930798826,1.3845498323879861,4.242502255516721,2.0781761979457802,1.4143308648564403,4.24250225551672,2.0711301641072586,1.4261627085004271,4.175451931696975,2.0725467133560773,1.4263401482837768,4.126424872938809,2.074593694892987,1.4239867076108097,4.144999279791335,1.0778798296809755,1.3098725840092758,1.2869135814779582,1.1114007525850882,1.8195819826499953,1.2832577850566953,1.1020759013225603,1.863986620380234,1.2897551358272796,1.110379853665914,1.845154689235422,1.2849871555208559,1.1120744345486306,1.8238716676081952,1.2860316949234352,1.1120744345486306,1.8092195558224062,1.2869135814779582,1.1114007525850882,1.8195819826499953,0.9819281956342973,0.8872790482876654,0.8977076565518504,0.7572296385199372,0.9585618832916968,0.8986182780986183,0.7562291218653423,0.9599352906687025,0.897265409532847,0.7549791602827528,0.9591110292435998,0.8977076565518504,0.7563305887196178,0.9585618832916969,0.8977076565518504,0.7585954200466206,0.9582359060008259,0.8977076565518504,0.7572296385199372,0.9585618832916968
tdc_caco2_wang,regression,32,fixed_reference_relative,predefined_linear_baseline,15,31,5000,five distinct seeded scaffold partitions,1.6466080450950509,2.9599115332655708,2.567195421849598,1.7811388791224505,5.270995044140005,2.6239737211272214,1.8116091305146484,4.925696217348942,2.6049003821152708,1.7952194701567874,5.242855837544803,2.5714607636547147,1.7810503475902306,5.268373551892383,2.571016726092315,1.7811388791224505,5.30956619420025,2.567195421849598,1.7811388791224505,5.270995044140005,1.2341950399232653,1.5416227857888558,1.4563395227680576,1.2422538724630907,2.16426047125182,1.4669045888524126,1.2490930722070568,2.068232229305506,1.4652214508324533,1.2464790247758182,2.1290562497989063,1.4574631872145707,1.2434951378004029,2.171153905380085,1.457574655086641,1.2433215085274163,2.1715833522178585,1.4563395227680576,1.2422538724630907,2.16426047125182,0.9562760314477184,0.8512001709612756,0.8712083242899693,0.7071322267442,0.9384075149830613,0.8691257458937005,0.7216261571571562,0.9388875100857379,0.8695454012578636,0.7072232775818389,0.9384127083409554,0.8710034716321806,0.706065481653002,0.9385884651800426,0.8710203151548802,0.7051597216294493,0.9387932183559817,0.8712083242899693,0.7071322267442,0.9384075149830613
tdc_caco2_wang,regression,32,fixed_reference_relative,fixed_morgan_rf,15,31,5000,five distinct seeded scaffold partitions,5.951308382046296,13.671391940254733,9.51717651607077,4.925207802872307,14.48291879827992,9.612774889226266,4.9901217909234035,14.434670348961246,9.50708451303614,4.979581915869157,14.502426556787297,9.519650529108606,4.938996065214479,14.467382887555999,9.523186404294442,4.955239303810421,14.491100743512149,9.51717651607077,4.925207802872307,14.48291879827992,4.168674914597462,7.403036223529987,5.137410715632804,2.737720523003183,8.239226355895537,5.145971158520673,2.762371485905978,8.239508444835444,5.133099175375898,2.7560322715471597,8.301005215994012,5.151381142332964,2.7548100742851975,8.206189182504824,5.141445838661415,2.7548100742851975,8.238741650667565,5.137410715632804,2.737720523003183,8.239226355895537,0.293571389257443,0.20659262201559894,0.23836881901414386,0.08922100116183658,0.4732514482154389,0.23702920590329857,0.08444152840346662,0.4638951751597583,0.23884309034827406,0.0907115569613535,0.4638951751597581,0.23683540695522248,0.08955860499990331,0.4673304063141391,0.23686266384456767,0.08965749350173867,0.4673304063141391,0.23836881901414386,0.08922100116183658,0.4732514482154389
tdc_caco2_wang,regression,32,fixed_reference_relative,registry_median_candidate,15,31,5000,five distinct seeded scaffold partitions,4.616107292052104,9.14229879650218,6.98515516621768,3.9144058040624383,11.81505927915421,7.067155725602715,3.769390254714158,12.058561973442266,7.010004865964694,3.8987253308740035,11.880760617662181,6.974082775350858,3.9369424866778213,11.891643322928605,6.987051096116594,3.924317683690217,11.818454311386237,6.98515516621768,3.9144058040624383,11.81505927915421,2.90841975280854,4.316963639227079,3.5055541960507584,2.191674498594112,6.10189665345679,3.5574594875875087,2.104164238258955,6.169278434427411,3.506031095768826,2.180503635622888,6.149808946571645,3.5045865459330243,2.2094124096008763,6.133267889871032,3.5080847285452603,2.19759438588597,6.119409805517512,3.5055541960507584,2.191674498594112,6.10189665345679,0.5485619424683655,0.438828232391499,0.4742929034262325,0.2632731446792338,0.669874294973985,0.47151673741819405,0.26116645172890735,0.6754724834435959,0.4752542596676401,0.26289542634392965,0.6694140789955167,0.47565339893140085,0.2622559279606269,0.6679980464425745,0.47370622596447043,0.2632692130194986,0.6668731625620272,0.4742929034262325,0.2632731446792338,0.669874294973985
tdc_hia_hou,classification,32,fixed_reference_relative,candidate_1,15,31,5000,five distinct seeded scaffold partitions,5.51074526839634,13.200128173932683,9.569906692088727,4.672264350456331,16.386884382350814,9.539511201388496,4.564651447955067,16.752526602418953,9.531463020235645,4.671479559741055,16.38996140353354,9.515276762783412,4.681895102124836,16.302147639636228,9.575116244002919,4.682220680849607,16.293228274385704,9.569906692088727,4.672264350456331,16.386884382350814,3.45486041768173,6.381844595963189,4.8556662942688344,2.450239243768393,9.261814015943536,4.842100698768275,2.4218242056949952,9.489013249396933,4.8529823455279875,2.448230768250761,9.33043390022209,4.832889798094562,2.463507894618957,9.206668243451189,4.86093200282186,2.465063888058824,9.206882579390152,4.8556662942688344,2.450239243768393,9.261814015943536,0.46163202475042875,0.3211022404615043,0.35434185257300144,0.15275082200937887,0.6389873197813771,0.34942163021540096,0.15273725398044855,0.6466522400916891,0.3508823500783509,0.1528624336341361,0.6381513027830833,0.3536505941479709,0.1558012732375107,0.6377242064586137,0.3535203191131935,0.1534753407151428,0.6381207911064988,0.35434185257300144,0.15275082200937887,0.6389873197813771
tdc_hia_hou,classification,32,fixed_reference_relative,predefined_linear_baseline,15,31,5000,five distinct seeded scaffold partitions,5.359506977176092,12.960229966933536,9.058809011303211,4.660955988720049,17.465693769125263,9.121280787038804,4.684186938022798,17.530726143887698,9.171728929741942,4.684186938022798,17.474932709701015,9.118312789727316,4.695283261284982,17.40026780658349,9.073335447689757,4.627150462300934,17.529967586449256,9.058809011303211,4.660955988720049,17.465693769125263,3.265895265547452,6.0733267031284335,4.393215113917186,2.5130035533451114,9.73864541048197,4.456723494216883,2.5130035533451114,9.719402939407201,4.446852431013578,2.5332122643848525,9.76448837826242,4.42069673891902,2.5141191121025455,9.738645410481972,4.405779949499113,2.512266448672486,9.827707927872623,4.393215113917186,2.5130035533451114,9.73864541048197,0.4594637215433056,0.31942147867040616,0.40359216110780016,0.14881644002754382,0.6063465127337784,0.3973583184247106,0.14821370731125796,0.6086494148265538,0.39884965104966363,0.14792444897980325,0.6082877222799576,0.40147868141459375,0.14792444897980325,0.6063465127337787,0.4029093970750935,0.14912329585613399,0.6086494148265538,0.40359216110780016,0.14881644002754382,0.6063465127337784
tdc_hia_hou,classification,32,fixed_reference_relative,fixed_morgan_rf,15,31,5000,five distinct seeded scaffold partitions,4.359343704330922,11.505541287854545,8.005440347843177,3.5846654553619968,15.360584349571539,7.9116888132751475,3.429389760656844,14.953249060012825,7.9931897356129,3.4334307195713003,14.997907625679648,8.030999167794691,3.5714820385403345,15.249348747295988,8.003691497155081,3.610648307012624,15.249348747295988,8.005440347843177,3.5846654553619968,15.360584349571539,2.605385829206884,4.971041911535838,3.8238416173881316,1.9269276128177726,7.873749051956988,3.7816390495274064,1.874838757977203,7.4924595760266985,3.802164933306444,1.8788489270612718,7.492459576026696,3.8186025804661585,1.9012225250143462,7.782880357661511,3.822590522952961,1.9340771471764546,7.782880357661511,3.8238416173881316,1.9269276128177726,7.873749051956988,0.5887683363889111,0.4081005339217572,0.46191358577054636,0.24810366004435574,0.7260985917480497,0.46880816532357195,0.2518582710188828,0.7359673419552274,0.46659408170465505,0.24815191818974883,0.7354533404119458,0.4643233652255283,0.24804332452995292,0.731055928435382,0.4631931964829744,0.2487769379785163,0.7254447928145195,0.46191358577054636,0.24810366004435574,0.7260985917480497
tdc_hia_hou,classification,32,fixed_reference_relative,registry_median_candidate,15,31,5000,five distinct seeded scaffold partitions,3.867975596170098,9.607310262425809,7.130285739470928,3.302230110546028,16.61979487769686,7.171445893891265,3.3665264998741873,15.932101348129596,7.087896250951952,3.3027762638457934,16.279953936568464,7.08859066167913,3.302776263845794,16.146596994053944,7.132564454599914,3.2827101253079376,16.422611785707865,7.130285739470928,3.302230110546028,16.61979487769686,2.2067140101375595,3.871603901948274,3.1661235102246987,1.8192393461829823,8.467928168254916,3.1924755956989044,1.7808232647927031,8.288747699817206,3.1695428200167868,1.7893343746170642,8.360553520110303,3.16150260948133,1.8078297467269981,8.15888269873633,3.171101419181036,1.8055303490108288,8.360553520110306,3.1661235102246987,1.8192393461829823,8.467928168254916,0.6758358920723362,0.4952622913709644,0.5530919406925805,0.22809898496187783,0.7901734499759842,0.5479186113459904,0.23528771894486367,0.7994366640425608,0.5547362104938565,0.23519006983914803,0.790399601644911,0.554476658804399,0.23519006983914803,0.7901856776780493,0.5526131463292128,0.23176148509240693,0.7926171119827347,0.5530919406925805,0.22809898496187783,0.7901734499759842
tdc_pgp_broccatelli,classification,32,fixed_reference_relative,candidate_1,15,31,5000,five distinct seeded scaffold partitions,3.257873607570308,11.052226927286622,7.450091065669063,2.8719752149319633,17.66499340005271,7.219996908538518,2.801832982402977,17.535115928725798,7.273940888837936,2.730370034427763,17.805756435917097,7.355923865249384,2.7450728472997743,17.754976202827255,7.448943492770265,2.8417160802403245,17.45002660890659,7.450091065669063,2.8719752149319633,17.66499340005271,1.935735710422472,4.320881603991049,3.4367190356531045,1.617119654055484,8.529239390213265,3.3845263052224976,1.6083356748236106,8.379508325399913,3.3915349798765755,1.593863406145242,8.666660998950137,3.397028671728387,1.5938634061452421,8.584358968517305,3.427883579663279,1.6099176381043976,8.359417817121521,3.4367190356531045,1.617119654055484,8.529239390213265,0.7790530620208308,0.4995856517537818,0.5249940914030293,0.23018682783426608,0.8511572656823015,0.5319011119265273,0.22125595837410972,0.8570238234842861,0.5301282533534257,0.2340169866637284,0.857023823484286,0.5274856688662106,0.23578345318254781,0.858119178556441,0.5252837872625242,0.2317489541246983,0.8526251061763039,0.5249940914030293,0.23018682783426608,0.8511572656823015
tdc_pgp_broccatelli,classification,32,fixed_reference_relative,predefined_linear_baseline,15,31,5000,five distinct seeded scaffold partitions,2.8400364620490532,6.136123906739655,5.26614473820019,2.5475874940541665,15.177807306284164,5.242870507387927,2.5768638178398393,14.147484273577387,5.165468297611044,2.5692321740800583,14.302164341718921,5.245044741405874,2.528994375974528,15.17780730628417,5.243296538036731,2.5383606427327403,15.047211325271476,5.26614473820019,2.5475874940541665,15.177807306284164,1.7036390791943954,2.5240532690207993,2.3781264317999193,1.5214191600524873,7.020539156268079,2.3777480868298633,1.5229760248226316,6.614232853638107,2.3476631125281733,1.5310692746198047,6.849146019381706,2.3737344634224087,1.5163512287700984,7.116270610497941,2.3690062994610557,1.5228323686158087,7.0071758126562935,2.3781264317999193,1.5214191600524873,7.020539156268079,0.820221083604985,0.6643588344260553,0.6763405831817983,0.2997388978766861,0.8555535976466158,0.6781863346889372,0.30118022887509194,0.8583407214184097,0.6810368424114371,0.3120711900252584,0.854304208501404,0.6774826870919336,0.2950778614243578,0.8583083941087194,0.6782529433413728,0.2981237064927672,0.8554612116646443,0.6763405831817983,0.2997388978766861,0.8555535976466158
tdc_pgp_broccatelli,classification,32,fixed_reference_relative,fixed_morgan_rf,15,31,5000,five distinct seeded scaffold partitions,4.545192117239103,9.170758338450788,6.883735189745772,3.5619574339664792,16.8155778434998,7.010718117880307,3.7093183859878893,15.993294319348053,6.929699248476921,3.561593527662297,16.108193067210546,6.953588098952881,3.529922900322588,16.274345983803787,6.923500163054335,3.5398166355720417,16.77141443544782,6.883735189745772,3.5619574339664792,16.8155778434998,2.5928863483960134,3.94997262063055,3.257431857759413,1.9828853518229652,8.989126574717305,3.255337541260096,2.011876655490941,8.7279505080878,3.260313933073025,1.9828510303049875,8.74356745822211,3.282714388873496,1.9777775777351008,8.800754384663412,3.270366962529236,1.9805529137175781,8.905684733880829,3.257431857759413,1.9828853518229652,8.989126574717305,0.6141450135569939,0.4855522020505715,0.5302299984198489,0.20059478810567033,0.7249696067101554,0.5302236436141701,0.1999679968559237,0.7210312277606973,0.5297703657478778,0.20333391958366628,0.7238596565843894,0.528158354587158,0.19806405861182208,0.7264042945002187,0.5286187195869317,0.19630846613506583,0.7242855124901543,0.5302299984198489,0.20059478810567033,0.7249696067101554
tdc_pgp_broccatelli,classification,32,fixed_reference_relative,registry_median_candidate,15,31,5000,five distinct seeded scaffold partitions,5.760130298841267,11.988819566604965,8.963016243793756,4.608781479992421,15.758225935987316,9.040868577334606,4.968722245608322,16.20956021141764,8.937387417589788,4.809799172674618,15.729229667397336,8.944393201367623,4.7464487625006875,15.961592411071315,8.940096683813408,4.727369034227052,15.848818770184073,8.963016243793756,4.608781479992421,15.758225935987316,3.4524142950627152,5.654905373746047,4.515666042065929,2.497023707676834,8.789720430230345,4.580172973590699,2.5921093242898685,8.999688217638225,4.527728642299749,2.562283378266229,8.88054489234797,4.5251696913210875,2.5340713496134906,8.925451154434604,4.520570987013221,2.5176142445928975,8.851959970328146,4.515666042065929,2.497023707676834,8.789720430230345,0.46240869896302067,0.34656122069986645,0.3869652685587004,0.187217758577766,0.6244145630800239,0.37744000862265903,0.18224901105151048,0.6081013437505974,0.38820880759439813,0.18702388745262183,0.6198715794701812,0.3863097661429713,0.18528747654771813,0.6183124427991975,0.3871838523813478,0.1863643287019246,0.6201301210696708,0.3869652685587004,0.187217758577766,0.6244145630800239
